Handle,Title,Recommendable (product.metafields.calculator.recommendable),System Type (product.metafields.calculator.system_type),Zone Count (product.metafields.calculator.zone_count),Unit Type (product.metafields.calculator.unit_type),Series (product.metafields.calculator.series),Nominal BTU (product.metafields.calculator.nominal_btu),Outdoor Capacity BTU (product.metafields.calculator.outdoor_capacity_btu),Head Configuration (product.metafields.calculator.head_configuration),Head Vector Key (product.metafields.calculator.head_vector_key),Connected Head Total BTU (product.metafields.calculator.connected_head_total_btu),Connected Capacity Ratio (product.metafields.calculator.connected_capacity_ratio),Climate Min F (product.metafields.calculator.climate_min_f),Climate Max F (product.metafields.calculator.climate_max_f),Climate Tier (product.metafields.calculator.climate_tier),SEER2 (product.metafields.calculator.seer2),Refrigerant (product.metafields.calculator.refrigerant),Merchandising Priority (product.metafields.calculator.merchandising_priority),Data Quality Score (product.metafields.calculator.data_quality_score),Voltage Policy (product.metafields.calculator.voltage_policy),Heating Sizing Supported (product.metafields.calculator.heating_sizing_supported)
della-optima-pro-cloudair-series-36000-btu-tri-zone-mini-split-ac-12k-12k-12k-up-to-1650-sq-ft,DELLA Optima Pro CloudAir Series 36000 BTU Tri-Zone Mini Split AC (12K+12K+12K) - Up to 1650 Sq.Ft.,TRUE,multi_zone,3,wall_mounted,Optima Pro,36000,36000,12K+12K+12K,12000-12000-12000,36000,1.0,-22,131,very_cold,25.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-36000-btu-tri-zone-mini-split-ac-6k-12k-18k-up-to-1850-sq-ft,DELLA Optima Pro CloudAir Series 36000 BTU Tri-Zone Mini Split AC (6K+12K+18K) - Up to 1850 Sq.Ft.,TRUE,multi_zone,3,wall_mounted,Optima Pro,36000,36000,6K+12K+18K,6000-12000-18000,36000,1.0,-22,131,very_cold,25.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-36000-btu-tri-zone-mini-split-ac-6k-6k-24k-up-to-2100-sq-ft,DELLA Optima Pro CloudAir Series 36000 BTU Tri-Zone Mini Split AC (6K+6K+24K) - Up to 2100 Sq.Ft.,TRUE,multi_zone,3,wall_mounted,Optima Pro,36000,36000,6K+6K+24K,6000-6000-24000,36000,1.0,-22,131,very_cold,25.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-36000-btu-tri-zone-mini-split-ac-6k-9k-18k-up-to-1700-sq-ft,DELLA Optima Pro CloudAir Series 36000 BTU Tri-Zone Mini Split AC (6K+9K+18K) - Up to 1700 Sq.Ft.,TRUE,multi_zone,3,wall_mounted,Optima Pro,36000,36000,6K+9K+18K,6000-9000-18000,33000,0.9167,-22,131,very_cold,25.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-36000-btu-tri-zone-mini-split-ac-6k-9k-24k-up-to-2200-sq-ft,DELLA Optima Pro CloudAir Series 36000 BTU Tri-Zone Mini Split AC (6K+9K+24K) - Up to 2200 Sq.Ft.,TRUE,multi_zone,3,wall_mounted,Optima Pro,36000,36000,6K+9K+24K,6000-9000-24000,39000,1.0833,-22,131,very_cold,25.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-36000-btu-tri-zone-mini-split-ac-9k-12k-12k-up-to-1500-sq-ft,DELLA Optima Pro CloudAir Series 36000 BTU Tri-Zone Mini Split AC (9K+12K+12K) - Up to 1500 Sq.Ft.,TRUE,multi_zone,3,wall_mounted,Optima Pro,36000,36000,9K+12K+12K,9000-12000-12000,33000,0.9167,-22,131,very_cold,25.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-36000-btu-tri-zone-mini-split-ac-9k-12k-18k-up-to-1950-sq-ft,DELLA Optima Pro CloudAir Series 36000 BTU Tri-Zone Mini Split AC (9K+12K+18K) - Up to 1950 Sq.Ft.,TRUE,multi_zone,3,wall_mounted,Optima Pro,36000,36000,9K+12K+18K,9000-12000-18000,39000,1.0833,-22,131,very_cold,25.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-36000-btu-tri-zone-mini-split-ac-9k-9k-18k-up-to-1800-sq-ft,DELLA Optima Pro CloudAir Series 36000 BTU Tri-Zone Mini Split AC (9K+9K+18K) - Up to 1800 Sq.Ft.,TRUE,multi_zone,3,wall_mounted,Optima Pro,36000,36000,9K+9K+18K,9000-9000-18000,36000,1.0,-22,131,very_cold,25.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-dual-zone-mini-split-ac-24k-24k-up-to-3000-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Dual Zone Mini Split AC (24K+24K) - Up to 3000 Sq.Ft.,TRUE,multi_zone,2,wall_mounted,Optima Pro,48000,48000,24K+24K,24000-24000,48000,1.0,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-five-zone-mini-split-ac-6k-6k-12k-12k-12k-up-to-2250-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Five Zone Mini Split AC (6K+6K+12K+12K+12K) - Up to 2250 Sq.Ft.,TRUE,multi_zone,5,wall_mounted,Optima Pro,48000,48000,6K+6K+12K+12K+12K,6000-6000-12000-12000-12000,48000,1.0,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-five-zone-mini-split-ac-6k-6k-6k-12k-18k-up-to-2450-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Five Zone Mini Split AC (6K+6K+6K+12K+18K) - Up to 2450 Sq.Ft.,TRUE,multi_zone,5,wall_mounted,Optima Pro,48000,48000,6K+6K+6K+12K+18K,6000-6000-6000-12000-18000,48000,1.0,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-five-zone-mini-split-ac-6k-6k-6k-6k-24k-up-to-2700-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Five Zone Mini Split AC (6K+6K+6K+6K+24K) - Up to 2700 Sq.Ft.,TRUE,multi_zone,5,wall_mounted,Optima Pro,48000,48000,6K+6K+6K+6K+24K,6000-6000-6000-6000-24000,48000,1.0,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-five-zone-mini-split-ac-6k-6k-6k-9k-18k-up-to-2300-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Five Zone Mini Split AC (6K+6K+6K+9K+18K) - Up to 2300 Sq.Ft.,TRUE,multi_zone,5,wall_mounted,Optima Pro,48000,48000,6K+6K+6K+9K+18K,6000-6000-6000-9000-18000,45000,0.9375,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-five-zone-mini-split-ac-6k-6k-6k-9k-24k-up-to-2800-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Five Zone Mini Split AC (6K+6K+6K+9K+24K) - Up to 2800 Sq.Ft.,TRUE,multi_zone,5,wall_mounted,Optima Pro,48000,48000,6K+6K+6K+9K+24K,6000-6000-6000-9000-24000,51000,1.0625,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-five-zone-mini-split-ac-6k-6k-9k-12k-12k-up-to-2100-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Five Zone Mini Split AC (6K+6K+9K+12K+12K) - Up to 2100 Sq.Ft.,TRUE,multi_zone,5,wall_mounted,Optima Pro,48000,48000,6K+6K+9K+12K+12K,6000-6000-9000-12000-12000,45000,0.9375,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-five-zone-mini-split-ac-6k-6k-9k-12k-18k-up-to-2550-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Five Zone Mini Split AC (6K+6K+9K+12K+18K) - Up to 2550 Sq.Ft.,TRUE,multi_zone,5,wall_mounted,Optima Pro,48000,48000,6K+6K+9K+12K+18K,6000-6000-9000-12000-18000,51000,1.0625,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-five-zone-mini-split-ac-6k-6k-9k-9k-18k-up-to-2400-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Five Zone Mini Split AC (6K+6K+9K+9K+18K) - Up to 2400 Sq.Ft.,TRUE,multi_zone,5,wall_mounted,Optima Pro,48000,48000,6K+6K+9K+9K+18K,6000-6000-9000-9000-18000,48000,1.0,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-five-zone-mini-split-ac-6k-9k-12k-12k-12k-up-to-2350-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Five Zone Mini Split AC (6K+9K+12K+12K+12K) - Up to 2350 Sq.Ft.,TRUE,multi_zone,5,wall_mounted,Optima Pro,48000,48000,6K+9K+12K+12K+12K,6000-9000-12000-12000-12000,51000,1.0625,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-five-zone-mini-split-ac-6k-9k-9k-12k-12k-up-to-2200-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Five Zone Mini Split AC (6K+9K+9K+12K+12K) - Up to 2200 Sq.Ft.,TRUE,multi_zone,5,wall_mounted,Optima Pro,48000,48000,6K+9K+9K+12K+12K,6000-9000-9000-12000-12000,48000,1.0,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-five-zone-mini-split-ac-6k-9k-9k-9k-12k-up-to-2050-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Five Zone Mini Split AC (6K+9K+9K+9K+12K) - Up to 2050 Sq.Ft.,TRUE,multi_zone,5,wall_mounted,Optima Pro,48000,48000,6K+9K+9K+9K+12K,6000-9000-9000-9000-12000,45000,0.9375,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-five-zone-mini-split-ac-6k-9k-9k-9k-18k-up-to-2500-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Five Zone Mini Split AC (6K+9K+9K+9K+18K) - Up to 2500 Sq.Ft.,TRUE,multi_zone,5,wall_mounted,Optima Pro,48000,48000,6K+9K+9K+9K+18K,6000-9000-9000-9000-18000,51000,1.0625,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-five-zone-mini-split-ac-9k-9k-9k-12k-12k-up-to-2300-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Five Zone Mini Split AC (9K+9K+9K+12K+12K) - Up to 2300 Sq.Ft.,TRUE,multi_zone,5,wall_mounted,Optima Pro,48000,48000,9K+9K+9K+12K+12K,9000-9000-9000-12000-12000,51000,1.0625,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-five-zone-mini-split-ac-9k-9k-9k-9k-12k-up-to-2150-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Five Zone Mini Split AC (9K+9K+9K+9K+12K) - Up to 2150 Sq.Ft.,TRUE,multi_zone,5,wall_mounted,Optima Pro,48000,48000,9K+9K+9K+9K+12K,9000-9000-9000-9000-12000,48000,1.0,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-five-zone-mini-split-ac-9k-9k-9k-9k-9k-up-to-2000-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Five Zone Mini Split AC (9K+9K+9K+9K+9K) - Up to 2000 Sq.Ft.,TRUE,multi_zone,5,wall_mounted,Optima Pro,48000,48000,9K+9K+9K+9K+9K,9000-9000-9000-9000-9000,45000,0.9375,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-quad-zone-mini-split-ac-12k-12k-12k-12k-up-to-2200-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Quad Zone Mini Split AC (12K+12K+12K+12K) - Up to 2200 Sq.Ft.,TRUE,multi_zone,4,wall_mounted,Optima Pro,48000,48000,12K+12K+12K+12K,12000-12000-12000-12000,48000,1.0,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-quad-zone-mini-split-ac-6k-12k-12k-18k-up-to-2400-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Quad Zone Mini Split AC (6K+12K+12K+18K) - Up to 2400 Sq.Ft.,TRUE,multi_zone,4,wall_mounted,Optima Pro,48000,48000,6K+12K+12K+18K,6000-12000-12000-18000,48000,1.0,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-quad-zone-mini-split-ac-6k-6k-12k-24k-up-to-2650-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Quad Zone Mini Split AC (6K+6K+12K+24K) - Up to 2650 Sq.Ft.,TRUE,multi_zone,4,wall_mounted,Optima Pro,48000,48000,6K+6K+12K+24K,6000-6000-12000-24000,48000,1.0,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-quad-zone-mini-split-ac-6k-6k-18k-18k-up-to-2600-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Quad Zone Mini Split AC (6K+6K+18K+18K) - Up to 2600 Sq.Ft.,TRUE,multi_zone,4,wall_mounted,Optima Pro,48000,48000,6K+6K+18K+18K,6000-6000-18000-18000,48000,1.0,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-quad-zone-mini-split-ac-6k-6k-9k-24k-up-to-2500-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Quad Zone Mini Split AC (6K+6K+9K+24K) - Up to 2500 Sq.Ft.,TRUE,multi_zone,4,wall_mounted,Optima Pro,48000,48000,6K+6K+9K+24K,6000-6000-9000-24000,45000,0.9375,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-quad-zone-mini-split-ac-6k-9k-12k-18k-up-to-2250-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Quad Zone Mini Split AC (6K+9K+12K+18K) - Up to 2250 Sq.Ft.,TRUE,multi_zone,4,wall_mounted,Optima Pro,48000,48000,6K+9K+12K+18K,6000-9000-12000-18000,45000,0.9375,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-quad-zone-mini-split-ac-6k-9k-12k-24k-up-to-2750-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Quad Zone Mini Split AC (6K+9K+12K+24K) - Up to 2750 Sq.Ft.,TRUE,multi_zone,4,wall_mounted,Optima Pro,48000,48000,6K+9K+12K+24K,6000-9000-12000-24000,51000,1.0625,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-quad-zone-mini-split-ac-6k-9k-18k-18k-up-to-2700-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Quad Zone Mini Split AC (6K+9K+18K+18K) - Up to 2700 Sq.Ft.,TRUE,multi_zone,4,wall_mounted,Optima Pro,48000,48000,6K+9K+18K+18K,6000-9000-18000-18000,51000,1.0625,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-quad-zone-mini-split-ac-6k-9k-9k-24k-up-to-2600-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Quad Zone Mini Split AC (6K+9K+9K+24K) - Up to 2600 Sq.Ft.,TRUE,multi_zone,4,wall_mounted,Optima Pro,48000,48000,6K+9K+9K+24K,6000-9000-9000-24000,48000,1.0,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-quad-zone-mini-split-ac-9k-12k-12k-12k-up-to-2050-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Quad Zone Mini Split AC (9K+12K+12K+12K) - Up to 2050 Sq.Ft.,TRUE,multi_zone,4,wall_mounted,Optima Pro,48000,48000,9K+12K+12K+12K,9000-12000-12000-12000,45000,0.9375,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-quad-zone-mini-split-ac-9k-12k-12k-18k-up-to-2500-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Quad Zone Mini Split AC (9K+12K+12K+18K) - Up to 2500 Sq.Ft.,TRUE,multi_zone,4,wall_mounted,Optima Pro,48000,48000,9K+12K+12K+18K,9000-12000-12000-18000,51000,1.0625,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-quad-zone-mini-split-ac-9k-9k-12k-18k-up-to-2350-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Quad Zone Mini Split AC (9K+9K+12K+18K) - Up to 2350 Sq.Ft.,TRUE,multi_zone,4,wall_mounted,Optima Pro,48000,48000,9K+9K+12K+18K,9000-9000-12000-18000,48000,1.0,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-quad-zone-mini-split-ac-9k-9k-9k-18k-up-to-2200-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Quad Zone Mini Split AC (9K+9K+9K+18K) - Up to 2200 Sq.Ft.,TRUE,multi_zone,4,wall_mounted,Optima Pro,48000,48000,9K+9K+9K+18K,9000-9000-9000-18000,45000,0.9375,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-quad-zone-mini-split-ac-9k-9k-9k-24k-up-to-2700-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Quad Zone Mini Split AC (9K+9K+9K+24K) - Up to 2700 Sq.Ft.,TRUE,multi_zone,4,wall_mounted,Optima Pro,48000,48000,9K+9K+9K+24K,9000-9000-9000-24000,51000,1.0625,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-six-zone-mini-split-ac-6k-6k-6k-6k-12k-12k-up-to-2300-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Six Zone Mini Split AC (6K+6K+6K+6K+12K+12K) - Up to 2300 Sq.Ft.,TRUE,multi_zone,6,wall_mounted,Optima Pro,48000,48000,6K+6K+6K+6K+12K+12K,6000-6000-6000-6000-12000-12000,48000,1.0,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-six-zone-mini-split-ac-6k-6k-6k-6k-6k-18k-up-to-2500-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Six Zone Mini Split AC (6K+6K+6K+6K+6K+18K) - Up to 2500 Sq.Ft.,TRUE,multi_zone,6,wall_mounted,Optima Pro,48000,48000,6K+6K+6K+6K+6K+18K,6000-6000-6000-6000-6000-18000,48000,1.0,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-six-zone-mini-split-ac-6k-6k-6k-6k-9k-12k-up-to-2150-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Six Zone Mini Split AC (6K+6K+6K+6K+9K+12K) - Up to 2150 Sq.Ft.,TRUE,multi_zone,6,wall_mounted,Optima Pro,48000,48000,6K+6K+6K+6K+9K+12K,6000-6000-6000-6000-9000-12000,45000,0.9375,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-six-zone-mini-split-ac-6k-6k-6k-6k-9k-18k-up-to-2600-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Six Zone Mini Split AC (6K+6K+6K+6K+9K+18K) - Up to 2600 Sq.Ft.,TRUE,multi_zone,6,wall_mounted,Optima Pro,48000,48000,6K+6K+6K+6K+9K+18K,6000-6000-6000-6000-9000-18000,51000,1.0625,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-six-zone-mini-split-ac-6k-6k-6k-9k-12k-12k-up-to-2400-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Six Zone Mini Split AC (6K+6K+6K+9K+12K+12K) - Up to 2400 Sq.Ft.,TRUE,multi_zone,6,wall_mounted,Optima Pro,48000,48000,6K+6K+6K+9K+12K+12K,6000-6000-6000-9000-12000-12000,51000,1.0625,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-six-zone-mini-split-ac-6k-6k-6k-9k-9k-12k-up-to-2250-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Six Zone Mini Split AC (6K+6K+6K+9K+9K+12K) - Up to 2250 Sq.Ft.,TRUE,multi_zone,6,wall_mounted,Optima Pro,48000,48000,6K+6K+6K+9K+9K+12K,6000-6000-6000-9000-9000-12000,48000,1.0,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-six-zone-mini-split-ac-6k-6k-6k-9k-9k-9k-up-to-2100-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Six Zone Mini Split AC (6K+6K+6K+9K+9K+9K) - Up to 2100 Sq.Ft.,TRUE,multi_zone,6,wall_mounted,Optima Pro,48000,48000,6K+6K+6K+9K+9K+9K,6000-6000-6000-9000-9000-9000,45000,0.9375,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-six-zone-mini-split-ac-6k-6k-9k-9k-9k-12k-up-to-2350-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Six Zone Mini Split AC (6K+6K+9K+9K+9K+12K) - Up to 2350 Sq.Ft.,TRUE,multi_zone,6,wall_mounted,Optima Pro,48000,48000,6K+6K+9K+9K+9K+12K,6000-6000-9000-9000-9000-12000,51000,1.0625,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-six-zone-mini-split-ac-6k-6k-9k-9k-9k-9k-up-to-2200-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Six Zone Mini Split AC (6K+6K+9K+9K+9K+9K) - Up to 2200 Sq.Ft.,TRUE,multi_zone,6,wall_mounted,Optima Pro,48000,48000,6K+6K+9K+9K+9K+9K,6000-6000-9000-9000-9000-9000,48000,1.0,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-six-zone-mini-split-ac-6k-9k-9k-9k-9k-9k-up-to-2300-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Six Zone Mini Split AC (6K+9K+9K+9K+9K+9K) - Up to 2300 Sq.Ft.,TRUE,multi_zone,6,wall_mounted,Optima Pro,48000,48000,6K+9K+9K+9K+9K+9K,6000-9000-9000-9000-9000-9000,51000,1.0625,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-tri-zone-mini-split-ac-12k-12k-24k-up-to-2600-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Tri-Zone Mini Split AC (12K+12K+24K) - Up to 2600 Sq.Ft.,TRUE,multi_zone,3,wall_mounted,Optima Pro,48000,48000,12K+12K+24K,12000-12000-24000,48000,1.0,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-tri-zone-mini-split-ac-12k-18k-18k-up-to-2550-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Tri-Zone Mini Split AC (12K+18K+18K) - Up to 2550 Sq.Ft.,TRUE,multi_zone,3,wall_mounted,Optima Pro,48000,48000,12K+18K+18K,12000-18000-18000,48000,1.0,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-tri-zone-mini-split-ac-6k-18k-24k-up-to-2800-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Tri-Zone Mini Split AC (6K+18K+24K) - Up to 2800 Sq.Ft.,TRUE,multi_zone,3,wall_mounted,Optima Pro,48000,48000,6K+18K+24K,6000-18000-24000,48000,1.0,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-tri-zone-mini-split-ac-9k-12k-24k-up-to-2450-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Tri-Zone Mini Split AC (9K+12K+24K) - Up to 2450 Sq.Ft.,TRUE,multi_zone,3,wall_mounted,Optima Pro,48000,48000,9K+12K+24K,9000-12000-24000,45000,0.9375,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-tri-zone-mini-split-ac-9k-18k-18k-up-to-2400-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Tri-Zone Mini Split AC (9K+18K+18K) - Up to 2400 Sq.Ft.,TRUE,multi_zone,3,wall_mounted,Optima Pro,48000,48000,9K+18K+18K,9000-18000-18000,45000,0.9375,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-48000-btu-tri-zone-mini-split-ac-9k-18k-24k-up-to-2900-sq-ft,DELLA Optima Pro CloudAir Series 48000 BTU Tri-Zone Mini Split AC (9K+18K+24K) - Up to 2900 Sq.Ft.,TRUE,multi_zone,3,wall_mounted,Optima Pro,48000,48000,9K+18K+24K,9000-18000-24000,51000,1.0625,-22,131,very_cold,24.0,R454B,50,100,check_product_page,FALSE
della-optima-pro-cloudair-series-9000-btu-25-seer2-ultra-hyper-heat-mini-split-ac-up-to-400-sq-ft,DELLA Optima Pro CloudAir Series 9000 BTU 25 SEER2 Ultra Hyper Heat Mini Split AC - Up to 400 Sq.Ft.,TRUE,single_zone,1,wall_mounted,Optima Pro,9000,9000,,9000,,,-22,131,very_cold,25.0,R454B,50,100,check_product_page,FALSE
della-optima-series-12000-btu-25-seer2-ultra-hyper-heat-mini-split-ac-up-to-550-sq-ft,DELLA Optima Pro Series 12000 BTU 25 SEER2 Ultra Hyper Heat Mini-Split AC - Up to 550 Sq.Ft.,TRUE,single_zone,1,wall_mounted,Optima Pro,12000,12000,,12000,,,-22,131,very_cold,25.0,R454B,50,100,check_product_page,FALSE
della-serena-cloud-air-series-12000-btu-22-seer2-mini-split-heat-pump-ac-up-to-550-sq-ft,DELLA Serena CloudAir Series 12000 BTU 22 SEER2 Mini Split Heat Pump AC - Up to 550 Sq.Ft.,TRUE,single_zone,1,wall_mounted,Serena,12000,12000,,12000,,,5,125,mild,22.0,R32,50,100,check_product_page,FALSE
della-serena-cloud-air-series-18000-btu-22-seer2-mini-split-heat-pump-ac-up-to-1000-sq-ft,DELLA Serena CloudAir Series 18000 BTU 22 SEER2 Mini Split Heat Pump AC - Up to 1000 Sq.Ft.,TRUE,single_zone,1,wall_mounted,Serena,18000,18000,,18000,,,5,125,mild,22.0,R32,50,100,check_product_page,FALSE
della-serena-cloud-air-series-23000-btu-22-seer2-mini-split-heat-pump-ac-up-to-1500-sq-ft,DELLA Serena CloudAir Series 23000 BTU 22 SEER2 Mini Split Heat Pump AC - Up to 1500 Sq.Ft.,TRUE,single_zone,1,wall_mounted,Serena,23000,23000,,23000,,,5,125,mild,22.0,R32,50,100,check_product_page,FALSE
della-serena-cloud-air-series-9000-btu-22-seer2-mini-split-heat-pump-ac-up-to-400-sq-ft,DELLA Serena CloudAir Series 9000 BTU 22 SEER2 Mini Split Heat Pump AC - Up to 400 Sq.Ft.,TRUE,single_zone,1,wall_mounted,Serena,9000,9000,,9000,,,5,125,mild,22.0,R32,50,100,check_product_page,FALSE
